gene_name   logFC	logCPM	F	PValue	FDR
ENSG00000176871	-0.685849283471049	5.84663014034693	127.974446557824	2.75861731031792e-08	1.05103319523113e-05
ENSG00000129250	0.508442160143154	7.65901560484908	125.789712273763	3.06764486809753e-08	1.1409447734417e-05
ENSG00000065833	0.681337081796035	5.70179336734505	125.242921086568	3.15112170236616e-08	1.14473656075958e-05
ENSG00000105402	-0.641846397668293	6.55020915087086	122.59420246716	3.59408237323935e-08	1.27598092619027e-05
ENSG00000139722	-0.983759289392763	4.85772917501342	117.873431674099	4.57362348732794e-08	1.58765716656777e-05
ENSG00000105058	0.595494160997047	6.32719477516991	116.431765110295	4.93118617867623e-08	1.67456650645873e-05
ENSG00000118523	0.60244568460284	7.11322982290914	111.603665165351	6.3861256331513e-08	2.09144751085472e-05
ENSG00000170004	0.469373574839956	7.97206170857399	111.488041514546	6.42657195576638e-08	2.09144751085472e-05
ENSG00000071127	-0.508725258995442	7.42244512291471	111.109854490511	6.5609558350617e-08	2.0916059408061e-05
ENSG00000111885	-0.663566097010851	6.09117147545172	109.130701248451	7.31907859321682e-08	2.2866265340928e-05
ENSG00000167674	0.565082333520068	6.91072100304898	108.657328940939	7.51497160429663e-08	2.30179159668074e-05
ENSG00000130821	0.467475315684509	7.24724493263131	106.917614370376	8.28855304676367e-08	2.45281295461843e-05
ENSG00000115993	-0.62883254565653	5.88197933599539	106.60640106744	8.43642640323199e-08	2.45281295461843e-05
ENSG00000204611	1.13358304467075	4.0467455254623	106.519516822312	8.47909221876931e-08	2.45281295461843e-05
ENSG00000185947	0.904149600840753	4.65318557108607	105.485968667791	8.99477312520678e-08	2.51699719615922e-05
ENSG00000086827	0.805781025400874	5.15834616785236	105.430489645845	9.02322789737638e-08	2.51699719615922e-05
ENSG00000074071	0.55480442442126	6.96482592461061	102.969001754167	1.04088924692614e-07	2.85258437302337e-05
ENSG00000197136	0.517104463201318	6.57010472002704	101.527003016098	1.13338469696381e-07	3.05251764677099e-05
ENSG00000177885	-0.492533065160321	6.99295470397459	100.505723204161	1.20460898266622e-07	3.18935540986931e-05
ENSG00000143515	-0.710972430467636	5.70827237409492	100.209633478459	1.22621883399156e-07	3.19246073429703e-05
ENSG00000130956	1.14032274638912	4.52603585995158	99.5392696643629	1.2768626169874e-07	3.26981490819019e-05
ENSG00000104722	0.59630438781517	5.90994198614904	99.1423441703701	1.30785401807792e-07	3.29515929296696e-05
ENSG00000131100	-0.464575938609275	6.88613223424619	98.1142614512178	1.392436588053e-07	3.35661397745026e-05
ENSG00000247315	0.573246396038638	5.88360430320069	98.0780654628089	1.39553409345882e-07	3.35661397745026e-05
ENSG00000198909	-0.532582324583013	6.53788779077935	98.0642657821296	1.39670897211617e-07	3.35661397745026e-05
ENSG00000168615	-0.570387630450153	6.43535029922864	97.6063636135616	1.43653437291308e-07	3.40001567261746e-05
ENSG00000123505	-0.433305217198042	7.34925244736785	96.1134669165908	1.57571886187347e-07	3.67377676736202e-05
ENSG00000142871	0.679105019553588	6.57119571997122	95.0681231532334	1.68241292194763e-07	3.86484886084469e-05
ENSG00000187514	0.473469274668842	10.2970791140107	94.4518963211236	1.74917945652053e-07	3.95999018700104e-05
ENSG00000096070	-0.477995740784811	6.8961803771538	94.1187252708689	1.78654666569806e-07	3.98680649498133e-05
ENSG00000213625	-0.717621962188156	5.33266240585708	92.786348898754	1.9454679431101e-07	4.28030348441167e-05
ENSG00000086062	0.62606215059636	5.77459056156672	92.1678392722817	2.02464803348592e-07	4.39264262931717e-05
ENSG00000084463	0.596281331583632	7.07593155012459	91.2139031650943	2.1541902278599e-07	4.60967199306842e-05
ENSG00000144231	0.531065231040329	6.19724134786159	90.8947925922012	2.19964000948874e-07	4.64332116057077e-05
ENSG00000185963	0.65167845030563	6.57484201303513	89.6024088867927	2.39528889152167e-07	4.98890770326134e-05
ENSG00000135535	0.409948096757827	8.13247789065157	87.3527169383298	2.78553228716694e-07	5.72536840234669e-05
ENSG00000137713	-0.52896776489524	6.24715048346455	87.1201330280875	2.82989735624398e-07	5.74044395552968e-05
ENSG00000136280	-0.789305808148567	4.7442019432493	86.9327171993518	2.8663634116338e-07	5.74044395552968e-05
ENSG00000089094	0.570845745478637	5.78989312583743	85.9678900139188	3.06196839316254e-07	6.02572232271882e-05
ENSG00000179218	0.384054060277226	9.69889386111649	85.8544170675978	3.08595983494978e-07	6.02572232271882e-05
ENSG00000064601	-0.538471222966547	6.70261093512581	85.3899523700695	3.18653003691133e-07	6.145282185999e-05
ENSG00000169221	0.54245622844549	6.50542377190874	83.1361731761643	3.73121690839161e-07	7.10796821048601e-05
ENSG00000171241	-0.643159028090993	5.91450217448942	82.1212501288364	4.01090818112152e-07	7.54872249365052e-05
ENSG00000125686	-0.392372509782635	7.62988258412367	80.697047371025	4.44490990518117e-07	8.26594495581369e-05
ENSG00000136819	0.629539086753059	6.40717552608404	80.340551341663	4.56184289856799e-07	8.38359387276831e-05
ENSG00000163558	-0.650980315362286	5.47333417664107	79.2252225383504	4.95115314149012e-07	8.99325153758339e-05
ENSG00000180901	-0.580749982954034	5.74634160372157	78.7330185772555	5.13492526764827e-07	9.21984685125674e-05
ENSG00000055211	-0.505780494816416	5.99002161646433	77.7269661120718	5.53553235668194e-07	9.71900764002994e-05
ENSG00000138078	-0.542907594420337	6.42191887054747	77.7225324809036	5.53736431702621e-07	9.71900764002994e-05
ENSG00000168461	-0.497100313165464	6.3946638476357	77.1280336057956	5.79102161678691e-07	0.000100512831862032
ENSG00000184900	0.560629320005893	6.30595445808418	76.9340493618738	5.87665946436322e-07	0.000100878348893206
ENSG00000182628	0.568289792922594	6.45772366149854	76.5891152406317	6.03254427798276e-07	0.00010242866757214
ENSG00000123643	-0.730571422234884	5.29861475215915	76.2426393056284	6.19406957593958e-07	0.000104040388006185
ENSG00000005469	-0.855413656762746	4.13894163775731	75.9609139632985	6.32929763990104e-07	0.00010516500976542
ENSG00000196642	0.374659092941605	7.92627849670476	75.8237749470666	6.39566988522816e-07	0.00010516500976542
ENSG00000171204	-0.897646971011773	4.16999521695773	75.21831776058	6.70130461018358e-07	0.000109042790953831
ENSG00000189060	-0.458262766990344	6.34213601814953	74.6567028836894	6.99884014944957e-07	0.000112710187602631
ENSG00000187239	0.51666197585279	6.35461644370241	73.9968330835789	7.36865702697506e-07	0.000116875113517794
ENSG00000107186	-0.486865064091967	6.66598570549824	73.9304086278554	7.40710341096065e-07	0.000116875113517794
ENSG00000109756	-0.551426064279944	6.20899177667589	73.3577580109574	7.74835503096027e-07	0.00012103705393863
ENSG00000104904	-0.575908182044851	8.38515817553662	72.19509405915	8.49820167798303e-07	0.000131436047932448
ENSG00000181450	0.605224997169409	5.32329511170394	71.5902465701113	8.92127057936547e-07	0.000135549934274817
ENSG00000087365	0.359599509851864	8.29086171002355	71.5670668602947	8.93773972876653e-07	0.000135549934274817
ENSG00000058091	0.877100449287036	4.51728986441569	71.2991973736396	9.13366134684618e-07	0.000137189349902966
ENSG00000257923	0.454982145747682	6.88910752201173	71.0655311385541	9.30755811391334e-07	0.000138469871711848
ENSG00000079332	-0.457778018470596	6.53679035397055	70.6081022415731	9.66023505463047e-07	0.000142360879045644
ENSG00000073584	0.424614172731219	7.63256548991065	70.2365599908362	9.95798950920285e-07	0.00014537734030211
ENSG00000185624	0.339550506580063	9.38050234141761	69.6095179211166	1.04847454916778e-06	0.000151650193819906
ENSG00000242372	-0.498095578756132	6.66496071621872	69.2199941224577	1.08280828923038e-06	0.000155179342074017
ENSG00000233276	-0.559766144404946	5.73402338325417	67.9399098226027	1.2050728939782e-06	0.000171131306153032
ENSG00000167778	-1.08159552158592	3.93331840536912	67.427448078369	1.25850889358386e-06	0.000177109616456518
ENSG00000242028	0.529032719363197	6.29865151932079	66.7106227041875	1.33761232934062e-06	0.000185084744167984
ENSG00000111799	-0.423746733244539	6.75430317338826	66.6496182717413	1.34461186193243e-06	0.000185084744167984
ENSG00000183283	-0.357397038631418	7.70748319885658	66.5966465724228	1.35072407881379e-06	0.000185084744167984
ENSG00000115216	-0.346513999459994	7.42790568739637	65.6781600109672	1.46197255097435e-06	0.00019858672364148
ENSG00000087586	-0.420717194205333	6.66176853188142	65.491295408886	1.48587471368251e-06	0.000200093525020986
ENSG00000102910	0.382898140917806	6.94282934372995	65.2916684770585	1.51190388199647e-06	0.000200296572457263
ENSG00000203879	0.413608290982714	7.68446273574838	65.2831359487874	1.51302705012208e-06	0.000200296572457263
ENSG00000146872	0.441334631830499	6.44183736293113	64.9139956067481	1.5625966562124e-06	0.000205120356022638
ENSG00000104643	-0.678194147423697	4.73145392709422	64.813989664119	1.57641018828853e-06	0.00020520919626046
ENSG00000137166	0.512871747112095	6.18072859624563	64.0374596149977	1.68794834892749e-06	0.000217912736847904
ENSG00000196199	-0.569978961747262	5.53462657340047	63.7400873146642	1.73308304443679e-06	0.000221905657681534
ENSG00000035403	-0.323860590678916	7.9010342161595	63.6017308181707	1.75452705897296e-06	0.000222824936489566
ENSG00000135720	-0.328528753365812	7.5662948970084	63.2643395078078	1.80815909541322e-06	0.000227227715401453
ENSG00000150990	0.488429903253739	5.96162238168749	63.2019564992177	1.81828720473604e-06	0.000227227715401453
ENSG00000103653	0.57406205140903	6.26400477700089	62.8433343429261	1.87774633014875e-06	0.000232795836692489
ENSG00000270647	0.330667198346795	8.27012470078131	62.4596242106493	1.94384855992879e-06	0.000239093372871241
ENSG00000213465	-0.410381186795902	6.34873423260578	62.2902053702995	1.97388842013576e-06	0.000240891492272975
ENSG00000181666	0.480697777839663	6.23463648562726	61.9360951771419	2.03840528486558e-06	0.000246836658565002
ENSG00000183779	-0.642069350192405	5.88521055506614	61.6840171975012	2.08581176035562e-06	0.000250634350065501
ENSG00000175414	0.684870541645063	4.99599813034161	61.2750157393862	2.16549181950219e-06	0.000258222501621708
ENSG00000146476	-0.495155391003003	5.64188726982938	60.6334937421753	2.2974802721376e-06	0.000271885904023192
ENSG00000107863	0.434864296677675	7.27642751314503	60.5313817655497	2.31932520109496e-06	0.000272407360648905
ENSG00000166311	-0.904953948040774	4.52739911305376	60.2052485418693	2.39086526425096e-06	0.000278714226066151
ENSG00000087111	-0.341581466661293	7.19432490411968	60.0962899546081	2.41517521593337e-06	0.000279462607763669
ENSG00000113456	-0.470160553288645	5.67255057619166	59.9945398169992	2.4382543637725e-06	0.000280058613356546
ENSG00000204304	0.335094383149399	7.51984467906647	58.9253115618204	2.69656496932722e-06	0.000306897884165376
ENSG00000109572	-0.453604376333577	5.93023645699303	58.8682663920481	2.71121618429178e-06	0.000306897884165376
ENSG00000179195	0.377744648966384	7.58223662726879	58.7159031205393	2.75076206683715e-06	0.000309134203209088
ENSG00000069011	0.636518800107467	4.77431458296361	58.3834792028661	2.83949712696259e-06	0.000314666628163995
ENSG00000134107	0.415345503059564	7.06793936304662	58.3330298696972	2.85312110290341e-06	0.000314666628163995
ENSG00000171307	0.590684888431747	5.84409808828122	58.3063648929924	2.86042258493613e-06	0.000314666628163995
ENSG00000149547	-0.327041293655386	7.56987450370973	58.180158612813	2.89520500761903e-06	0.000316265716251867
ENSG00000126453	-0.672950106738945	5.12720634396534	58.0120775744407	2.94237070257633e-06	0.000318149385949778
ENSG00000179344	-0.677957017506322	4.51572352068322	57.974179282204	2.9531823162869e-06	0.000318149385949778
ENSG00000100034	-0.556318331944189	6.39600286731835	57.7259464851084	3.02452056912115e-06	0.000323602985001654
ENSG00000154978	0.627892246403648	5.08831956411754	57.6026219445405	3.06083418779941e-06	0.000325260481956562
ENSG00000135503	-0.479432598231894	5.62024733371243	57.4391465665484	3.10959564824851e-06	0.000328209416360067
ENSG00000161920	0.918961020874979	4.29424431136761	56.8066982535206	3.30723497200999e-06	0.000346726963072269
ENSG00000083099	-0.387359510085402	6.63473179599855	56.7158065732555	3.33659570665645e-06	0.000347473076891203
ENSG00000114062	0.494114330801864	6.04321515256639	56.4598059037123	3.42146199270726e-06	0.000353951376080001
ENSG00000182979	0.370205637080541	6.6191252615028	55.0981661847416	3.91666409710566e-06	0.000402514538558471
ENSG00000148908	-1.25466201919921	2.90005582681756	54.181981323626	4.29778975030604e-06	0.000433254993975441
ENSG00000103257	-0.447264607460108	5.6253797539034	54.1758211456524	4.29894192384855e-06	0.000433254993975441
ENSG00000108819	0.400871542108182	6.5648148272582	54.1756694909524	4.29899008169729e-06	0.000433254993975441
ENSG00000100106	0.416502327607272	5.99535041677653	54.0838602545374	4.33933952719259e-06	0.000434518094578689
ENSG00000168884	-0.888432100988667	4.16392020569648	53.7009607180538	4.51260175598681e-06	0.000448989503377515
ENSG00000115828	0.424908707746256	6.12242327705028	53.5267913968197	4.59364042029674e-06	0.000454159854464908
ENSG00000124762	-0.340883360060459	7.49765572736863	53.2876738063939	4.70800484911754e-06	0.000462539268855756
ENSG00000166900	-0.36597020891152	6.51716339984058	53.1418447057197	4.77936828965298e-06	0.000466615700329182
ENSG00000119801	-0.485516574469901	5.77023262906825	52.7786342264558	4.9625739234133e-06	0.000481492964333162
ENSG00000105329	0.398648468034984	6.38242855983188	52.5894791568068	5.06114846689027e-06	0.000488025927168475
ENSG00000105778	-0.468182700365753	5.76445153456209	52.4630054541738	5.12833508768102e-06	0.000489442571545747
ENSG00000239305	-0.495472918571423	5.41891225331547	52.444084113437	5.13850468814433e-06	0.000489442571545747
ENSG00000100522	-0.454551059326081	5.61615871535139	51.9733008346711	5.39826706514037e-06	0.00051106866560338
ENSG00000196365	0.432472460041603	6.63602472755868	51.7283675407396	5.53934885159344e-06	0.000521266074763501
ENSG00000179454	-0.763736067644053	4.12015984080576	51.5481007013948	5.64623464652587e-06	0.000528142703074135
ENSG00000140526	-0.330894199783783	7.03462542517768	51.3863271710421	5.7435376731922e-06	0.000534046440434139
ENSG00000139726	0.401587833263618	6.45054044273985	51.2191341286672	5.84649085261353e-06	0.00054040256573181
ENSG00000001461	-0.423017684279543	5.8393401485228	50.2455278789512	6.48981456643685e-06	0.000596337607895941
ENSG00000147400	-0.566520553203724	5.14099430906656	50.1006483541453	6.59243781966084e-06	0.000602224977666211
ENSG00000175634	-0.476301503361681	5.93537068555681	49.6740735463205	6.90512958096243e-06	0.000624391357294188
ENSG00000091127	-0.575589972774125	5.20972978964802	49.6610797570276	6.91503135598838e-06	0.000624391357294188
ENSG00000131323	0.523755621466172	5.38975632699099	49.4736388364151	7.05802155862665e-06	0.000633639969927051
ENSG00000264443	5.09746640133878	0.506672805904008	41.4540781774774	7.16282600486615e-06	0.000639374314411509
ENSG00000160991	-0.738735688018527	5.4105447136524	49.2459801733935	7.23637759629805e-06	0.000642269627453249
ENSG00000115461	0.429744255630997	5.95558219913569	49.1619676841375	7.30341022041497e-06	0.000644556898605097
ENSG00000110651	-0.384142445910952	7.3618294270975	48.1781519977144	8.14490802663439e-06	0.000714784316202561
ENSG00000116133	-0.285843109122814	8.39859353277543	47.7346717315112	8.56028495212193e-06	0.000745673960271938
ENSG00000123104	0.427057823016671	6.08615223992955	47.6804975176305	8.61269728884238e-06	0.000745673960271938
ENSG00000171700	1.04860911480441	3.10029217123932	47.6543171566801	8.64009902113954e-06	0.000745673960271938
ENSG00000177732	0.520953906041309	5.44279822666276	47.4890710187842	8.80085278460324e-06	0.000753934782242215
ENSG00000131115	0.410978401673476	6.41125344084222	47.451559553243	8.83818688080149e-06	0.000753934782242215
ENSG00000143420	0.359169848124706	7.13761462837854	47.3827476614251	8.90727449373543e-06	0.000753934782242215
ENSG00000130635	0.371842157618927	6.24094305287904	47.3613773429893	8.92887361339286e-06	0.000753934782242215
ENSG00000179262	0.400085536647724	6.70450351319663	47.1923038075632	9.10177052838358e-06	0.000764401921633763
ENSG00000173120	0.398476110313382	6.77284544939153	47.1148229479218	9.18228914821813e-06	0.000767040314354628
ENSG00000166479	0.356568569037502	6.56949924932103	46.9058261587908	9.40359578309464e-06	0.000775836975812887
ENSG00000091136	0.311917055163205	7.34158199699	46.8805187344112	9.43079821223692e-06	0.000775836975812887
ENSG00000129682	-0.628744394337249	4.63929938179402	46.8754827145781	9.43659339379352e-06	0.000775836975812887
ENSG00000069956	0.40155338484934	5.99792360318172	46.6035436126995	9.73461777985792e-06	0.00079614902795372
ENSG00000151553	-0.496005202149528	5.28727097139173	46.2876267995188	1.00950468191762e-05	0.000817990689452711
ENSG00000106261	0.366853982766436	6.40982216942181	46.2491604624324	1.0139829318759e-05	0.000817990689452711
ENSG00000075618	0.331217466451707	7.35283827037423	46.1843798225516	1.02159671049812e-05	0.000817990689452711
ENSG00000168476	-0.649324091951345	4.56114457369283	46.1720542412632	1.02309539889684e-05	0.000817990689452711
ENSG00000101255	0.534044238892122	5.28882214687778	46.0968223994735	1.03201119783698e-05	0.000817990689452711
ENSG00000104679	0.71443768565009	4.65326158687852	46.0745979208026	1.03469319486011e-05	0.000817990689452711
ENSG00000253293	-0.374417681511189	6.22829194130402	46.0565104001765	1.03682322842095e-05	0.000817990689452711
ENSG00000130826	0.290247509032571	7.41765874454836	45.9096884036535	1.05462504446935e-05	0.000827854161791743
ENSG00000182378	0.438553715481416	6.10924354582288	45.8047588837251	1.06756631232599e-05	0.000833822668242212
ENSG00000138735	-0.554437392935198	5.41124070272961	45.6316392613578	1.0893224196553e-05	0.000846582364051515
ENSG00000078687	-0.610829409395837	5.50355306909302	45.46833164336	1.11030455267538e-05	0.000858617198878322
ENSG00000167615	0.261363450544899	8.73736877326344	45.3552144990952	1.1251003787389e-05	0.000860437290458162
ENSG00000172667	-0.526320562018906	5.10884692521369	45.3457905974806	1.12636571171647e-05	0.000860437290458162
ENSG00000100968	0.817078758839706	4.13132851894688	45.3248017378387	1.12918279587685e-05	0.000860437290458162
ENSG00000166598	0.329209403148026	9.94003448160904	45.1684324787595	1.1500475879811e-05	0.000868035714600117
ENSG00000133393	0.627575657474892	5.00690359192462	45.1593564084973	1.15130078825837e-05	0.000868035714600117
ENSG00000182934	-0.326996811097456	7.00862565235972	45.1258453312427	1.1558250344845e-05	0.000868035714600117
ENSG00000197217	0.41958856118915	6.32551308818753	44.7175555326155	1.21293208990633e-05	0.000905312482302108
ENSG00000148411	-0.645986203940581	5.42951418465462	44.6890279216163	1.21705154140863e-05	0.000905312482302108
ENSG00000078018	0.631564677430568	4.75818190731563	44.1898762877422	1.29163985847592e-05	0.000956242001386366
ENSG00000125398	0.512714979140732	5.1083829979477	44.0087068519232	1.319971904164e-05	0.000972607599761595
ENSG00000173041	0.716858640833379	4.21796542596709	43.8281263650622	1.34897961684316e-05	0.000987480264288316
ENSG00000124766	-0.272645381339051	7.80328616583555	43.8042651235995	1.35279928658664e-05	0.000987480264288316
ENSG00000197555	0.5030509420969	5.53637478108652	43.4611123516665	1.41008667828602e-05	0.00102450995355841
ENSG00000170456	-0.43930171297554	5.76019133562046	43.2566862461149	1.44552304667459e-05	0.00104148314989186
ENSG00000132613	0.428938106698728	6.27529494062933	43.2495134211999	1.44678217480657e-05	0.00104148314989186
ENSG00000173113	-0.395134501304624	6.53901202536221	43.1805146916896	1.45898635129172e-05	0.00104545072447376
ENSG00000058799	-0.527272304815016	4.7594115841257	42.8374650253287	1.52149928234112e-05	0.00108526667988359
ENSG00000116478	0.284774398306068	7.32653719452756	42.7475353533603	1.53832898813502e-05	0.00109228350562078
ENSG00000270757	-1.26085900737504	3.48264825986801	42.7024602856202	1.54709735955149e-05	0.00109353881690289
ENSG00000147475	0.495653824292721	5.75151783621842	42.6441645227104	1.55800319027274e-05	0.0010962868394257
ENSG00000269955	0.527336018236669	6.12528337122387	42.4689855886527	1.59199508020249e-05	0.00111518184519476
ENSG00000011426	-0.277733603539899	7.89517927253916	42.4177252844745	1.60209928555367e-05	0.00111724968480509
ENSG00000198925	-0.347816863354988	6.64054566022763	42.173478365727	1.65128668438774e-05	0.00114643330208093
ENSG00000158526	-0.447613070141606	5.7853979390936	42.06134627095	1.67445128784718e-05	0.00115737183926818
ENSG00000122707	-0.715152019334301	3.90607127116562	41.9167021662554	1.70496902570445e-05	0.00117327405949468
ENSG00000141756	0.324169718068214	7.12661001774571	41.7621611550744	1.73808824412331e-05	0.00119081914304606
ENSG00000111641	-0.389920427243133	6.66837538046049	41.6691120880078	1.75844551769844e-05	0.00119947859259388
ENSG00000119547	0.368615784078604	5.93762426656972	41.6079297222608	1.77198302165467e-05	0.00119947859259388
ENSG00000167202	-0.428900542484326	5.93804250644256	41.5991655160594	1.77393152424978e-05	0.00119947859259388
ENSG00000042753	-0.339474350336388	6.19312901430798	41.5654801106668	1.78144186340043e-05	0.00119947859259388
ENSG00000085998	0.370593009871794	6.47927682293913	41.4827552575764	1.80004429325493e-05	0.00120680222767962
ENSG00000136807	0.410619262214842	5.81219609223796	41.2839138775434	1.84568458345607e-05	0.00122704392474464
ENSG00000196937	0.404827398929302	6.08142507588651	41.2827794884154	1.84594662515197e-05	0.00122704392474464
ENSG00000156531	-0.328060369843313	6.79771894644113	41.1880772422207	1.86814863902832e-05	0.00123175867265415
ENSG00000184208	0.45802609132724	5.72475680074699	41.1803841500262	1.86997196784426e-05	0.00123175867265415
ENSG00000170242	-0.355708158889631	6.44164084121545	41.1519751927343	1.8766952441693e-05	0.00123175867265415
ENSG00000108523	-0.295232879070034	7.38132771127343	41.0238050924438	1.90739633281335e-05	0.00124667105083169
ENSG00000136238	0.327402108847282	7.57633565104708	40.842477611592	1.95182359877799e-05	0.00127039318485463
ENSG00000048740	-0.460769653219204	6.35993207284185	40.7219342113866	1.98201848977327e-05	0.00128469339538375
ENSG00000141522	-0.325827397934151	9.00082329709472	40.6789229672921	1.99291773665121e-05	0.0012864201638111
ENSG00000112406	-0.478573712786628	5.75653400357988	40.6232518983409	2.00713929546767e-05	0.00129026843351854
ENSG00000198356	-0.328562481973852	6.53687575935052	40.5726214894874	2.02016212002421e-05	0.00129057055582256
ENSG00000152332	-0.298967425050406	7.77671276978109	40.557256830739	2.02413280952902e-05	0.00129057055582256
ENSG00000063245	0.310928433516912	7.34280225209864	40.5121421627028	2.03585024099472e-05	0.00129276490303165
ENSG00000162614	0.596780682621266	4.63349775744988	40.4301926637443	2.05740596536843e-05	0.00130116350546641
ENSG00000128272	0.273232748314341	8.62627079924277	40.2157966751344	2.11478054304526e-05	0.00133205592189153
ENSG00000206527	-0.448049900218345	5.42842623741846	40.1182088638926	2.14155626345598e-05	0.00134350403178498
ENSG00000078804	-0.470767481585936	5.1767557228044	40.0865223867306	2.15034436277756e-05	0.00134362117163793
ENSG00000144381	0.2559628115138	9.46162343203403	39.8984619963052	2.2032251686486e-05	0.00137109918395558
ENSG00000186480	0.427532388084866	7.77317410772659	39.8528562351958	2.2162823706034e-05	0.00137109918395558
ENSG00000163110	-0.373731052310859	6.03392869576243	39.8376790579855	2.220652285646e-05	0.00137109918395558
ENSG00000188612	0.289631720225329	8.67608377716182	39.7580210350266	2.24371844999994e-05	0.00137988684674996
ENSG00000178982	-0.365881789810693	8.04049892178971	39.7205283940252	2.25467295072122e-05	0.00138118612404769
ENSG00000174607	-0.765724225115934	4.4357106107579	39.5279386723189	2.31200235913475e-05	0.00141077300203296
ENSG00000175390	0.379717297494548	7.00326282587275	39.2519925592165	2.39687842705016e-05	0.00145687307038718
ENSG00000103381	-0.470239375246231	4.93972954980564	39.145660517997	2.43062047964001e-05	0.00147165591133553
ENSG00000140497	-0.286496861751429	6.8171552298167	39.0656646666728	2.45627347815635e-05	0.00148144586881391
