gene_id	transcript_id	utr3_mean_conservation	utr3_scored_bases	utr3_length
ENSG00000006116	ENST00000005284	0.5742131148682117	549	549
ENSG00000006118	ENST00000540112	0.39347787135983614	1672	1672
ENSG00000006125	ENST00000938755	0.24976526891630735	2718	2718
ENSG00000006128	ENST00000319273	0.6245307980100641	552	552
ENSG00000006194	ENST00000575823	0.1316222166975162	3997	3997
ENSG00000006210	ENST00000006053	0.13094532813500312	2012	2012
ENSG00000006282	ENST00000860309	0.03397435903243871	819	819
ENSG00000006283	ENST00000352832	0.76806500714973	723	723
ENSG00000006327	ENST00000917163	0.308236136181365	559	559
ENSG00000006377	ENST00000518156	0.620475327191956	993	993
ENSG00000006432	ENST00000554752	0.10362197613739177	7854	7854
ENSG00000006451	ENST00000860175	0.6291697712650695	1879	1879
ENSG00000006453	ENST00000869912	0.06443032574117903	1873	1873
ENSG00000006459	ENST00000397560	0.3947711092252745	6348	6348
ENSG00000006468	ENST00000403527	0.39628552977844883	4637	4637
ENSG00000006530	ENST00000649286	0.05542801722963461	2320	2320
ENSG00000006534	ENST00000894326	0.06605965707068784	1341	1341
ENSG00000006555	ENST00000371276	0.02338994133651468	1531	1531
ENSG00000006576	ENST00000416283	0.6412007620318659	2625	2625
ENSG00000006606	ENST00000394905	0.032587500083172925	160	160
ENSG00000006607	ENST00000413432	0.031245234057982532	4616	4616
ENSG00000006611	ENST00000527720	0.06295074935308488	467	467
ENSG00000006625	ENST00000005374	0.14373513514926942	555	555
ENSG00000006634	ENST00000265728	0.0767057551655637	1390	1390
ENSG00000006638	ENST00000882306	0.0323561760447226	1182	1182
ENSG00000006652	ENST00000403825	0.13432482188458847	1684	1684
ENSG00000006659	ENST00000392052	0.009755725218765153	131	131
ENSG00000006695	ENST00000261643	0.04492691258837525	1464	1464
ENSG00000006704	ENST00000476977	0.19349304491852323	1294	1294
ENSG00000006712	ENST00000221265	0.3710911605794636	362	362
ENSG00000006715	ENST00000310301	0.02307396092346652	3272	3272
ENSG00000006740	ENST00000340825	0.28878804369505023	1472	1472
ENSG00000006744	ENST00000860247	0.19449483898881403	1550	1550
ENSG00000006747	ENST00000297029	0.07620490165417038	7467	7467
ENSG00000006756	ENST00000381154	0.036518035874490026	3299	3299
ENSG00000006757	ENST00000381042	0.05881836811809328	2439	2439
ENSG00000006788	ENST00000252172	0.2491744176016276	86	86
ENSG00000006831	ENST00000878963	0.4168822855055757	2608	2608
ENSG00000006837	ENST00000521755	0.3611634617070824	416	416
ENSG00000007001	ENST00000005756	0.25500712047100416	1264	1264
ENSG00000007038	ENST00000574813	0.2178755761295866	217	217
ENSG00000007047	ENST00000300843	0.22045237275641674	2845	2845
ENSG00000007062	ENST00000938912	0.12996746595498024	1168	1168
ENSG00000007080	ENST00000873323	0.050773978204986046	1199	1199
ENSG00000007129	ENST00000967641	0.022173868221448303	972	972
ENSG00000007168	ENST00000934916	0.8421494498826999	3814	3814
ENSG00000007171	ENST00000313735	0.1804979166598059	480	480
ENSG00000007174	ENST00000579828	0.045974924897918906	997	997
ENSG00000007202	ENST00000939120	0.562850961864826	624	624
ENSG00000007216	ENST00000855215	0.10778362589518832	513	513
ENSG00000007237	ENST00000432992	0.09804681373684299	6622	6622
ENSG00000007255	ENST00000588062	0.15305089825850737	334	334
ENSG00000007264	ENST00000874396	0.030154205578005064	214	214
ENSG00000007306	ENST00000869052	0.06169483686252499	4106	4106
ENSG00000007312	ENST00000903736	0.0802895276543342	487	487
ENSG00000007314	ENST00000435607	0.10113982882250494	2217	2217
ENSG00000007341	ENST00000904302	0.28014449745898523	2526	2526
ENSG00000007350	ENST00000369912	0.054027190379899705	662	662
ENSG00000007372	ENST00000606377	0.46995460726435917	5155	5155
ENSG00000007376	ENST00000565809	0.17851822741886866	1399	1399
ENSG00000007384	ENST00000944435	0.385358156320137	282	282
ENSG00000007392	ENST00000629543	0.8763424658811652	1241	1241
ENSG00000007402	ENST00000424201	0.4875533367944128	2053	2053
ENSG00000007516	ENST00000711102	0.08315784500168887	1058	1058
ENSG00000007520	ENST00000858635	0.043805000353022476	200	200
ENSG00000007541	ENST00000470411	0.11742808193489447	1168	1168
ENSG00000007545	ENST00000397412	0.08894667362636609	3863	3863
ENSG00000007866	ENST00000338863	0.23540152062679	1447	1447
ENSG00000007908	ENST00000333360	0.058094960244789974	1885	1885
ENSG00000007923	ENST00000885071	0.1519688122724872	1507	1507
ENSG00000007933	ENST00000896149	0.03979318749291002	1233	1233
ENSG00000007944	ENST00000718321	0.1400645581318743	4616	4616
ENSG00000007952	ENST00000372960	0.3595175164759865	628	628
ENSG00000007968	ENST00000361729	0.11025072646531331	3442	3442
ENSG00000008018	ENST00000892691	0.16451922983217698	104	104
ENSG00000008056	ENST00000340666	0.6573252665707958	1033	1033
ENSG00000008083	ENST00000341776	0.9030938025999846	1791	1791
ENSG00000008086	ENST00000623535	0.4608107353746358	11439	11439
ENSG00000008118	ENST00000931514	0.17348681726377183	1062	1062
ENSG00000008128	ENST00000404249	0.02395833342620101	528	528
ENSG00000008130	ENST00000341426	0.1675478468688637	1672	1672
ENSG00000008196	ENST00000393655	0.5101227821943181	4227	4227
ENSG00000008197	ENST00000008391	0.8386982247321564	169	169
ENSG00000008226	ENST00000308059	0.12762306256675013	1613	1613
ENSG00000008256	ENST00000898311	0.15123358618993826	3168	3168
ENSG00000008277	ENST00000398204	0.25973491741640337	6398	6398
ENSG00000008282	ENST00000895750	0.535632950540764	1305	1305
ENSG00000008283	ENST00000584031	0.14908034565760986	2315	2315
ENSG00000008294	ENST00000262013	0.3965934605131211	4098	4098
ENSG00000008300	ENST00000164024	0.3852399541351123	1742	1742
ENSG00000008311	ENST00000912145	0.08026281846548844	2945	2945
ENSG00000008323	ENST00000898443	0.1272344740884643	789	789
ENSG00000008324	ENST00000011691	0.07232948456386815	2425	2425
ENSG00000008382	ENST00000262966	0.037357142745306535	84	84
ENSG00000008394	ENST00000535309	0.04919649807465397	1028	1028
ENSG00000008405	ENST00000864076	0.7241129269290655	673	673
ENSG00000008438	ENST00000008938	0.08375294089509065	85	85
ENSG00000008441	ENST00000360105	0.5787042089306363	4182	4182
ENSG00000008513	ENST00000522652	0.03242575272783619	4916	4916
ENSG00000008516	ENST00000850602	0.005161863876333098	1631	1631
ENSG00000008517	ENST00000878152	0.083164668375653	1251	1251
ENSG00000008710	ENST00000262304	0.14471638865960385	1019	1019
ENSG00000008735	ENST00000329492	0.059531728609323285	3199	3199
ENSG00000008838	ENST00000394126	0.05452083353210818	432	432
ENSG00000008853	ENST00000867415	0.07636293802014966	3254	3254
ENSG00000008869	ENST00000903977	0.2395054082594072	1017	1017
ENSG00000008952	ENST00000337002	0.2932003769832628	5310	5310
ENSG00000008988	ENST00000519807	0.05718961466324716	1271	1271
ENSG00000009307	ENST00000339438	0.9394171976673996	1256	1256
ENSG00000009335	ENST00000929827	0.3842547930737908	1617	1617
ENSG00000009413	ENST00000368802	0.9684842323056789	983	983
ENSG00000009694	ENST00000371130	0.6822106631103786	4633	4633
ENSG00000009709	ENST00000966024	0.21082847760407447	3947	3947
ENSG00000009724	ENST00000700091	0.029264559096094225	601	601
ENSG00000009765	ENST00000344419	0.028818546329943302	7732	7732
ENSG00000009780	ENST00000373954	0.4921921108379552	2535	2535
ENSG00000009790	ENST00000367023	0.2882845841234057	253	253
ENSG00000009830	ENST00000261534	0.18104462815585262	2420	2420
ENSG00000009844	ENST00000367630	0.0809682225638753	6042	6042
ENSG00000009950	ENST00000434326	0.14302913546533746	1064	1064
ENSG00000009954	ENST00000339594	0.4542310057017282	1303	1303
ENSG00000010017	ENST00000011619	0.9877581018954515	864	864
ENSG00000010030	ENST00000339796	0.05976769503015018	551	551
ENSG00000010072	ENST00000295050	0.02812274364448039	1662	1662
ENSG00000010165	ENST00000362019	0.053012486720946106	961	961
ENSG00000010219	ENST00000540757	0.08136410601548322	1549	1549
ENSG00000010244	ENST00000394670	0.22836533080595686	12126	12126
ENSG00000010256	ENST00000203407	0.21607142896206666	126	126
ENSG00000010270	ENST00000881124	0.13162809928087646	1815	1815
ENSG00000010278	ENST00000679331	0.009504173600110218	599	599
ENSG00000010282	ENST00000888284	0.29563333452032464	90	90
ENSG00000010292	ENST00000925383	0.12103046650420808	558	558
ENSG00000010295	ENST00000465801	0.04171616293039569	1522	1522
ENSG00000010310	ENST00000590918	0.029419697853843418	1787	1787
ENSG00000010318	ENST00000958980	0.05851310641238732	1526	1526
ENSG00000010319	ENST00000231721	0.07329789713598829	2568	2568
ENSG00000010322	ENST00000488380	0.3091171820793471	1391	1391
ENSG00000010327	ENST00000899926	0.37210256427613037	156	156
ENSG00000010361	ENST00000529634	0.575982320114187	509	509
ENSG00000010379	ENST00000436453	0.012303030291205328	396	754
ENSG00000010404	ENST00000340855	0.09171483163234524	5758	5758
ENSG00000010438	ENST00000361005	0.09233333349830526	51	51
ENSG00000010539	ENST00000854057	0.11765369910062873	1568	1568
ENSG00000010610	ENST00000872060	0.03631190809213931	1478	1478
ENSG00000010626	ENST00000007969	0.027804407663130234	363	363
ENSG00000010671	ENST00000695614	0.26334917749971204	547	547
ENSG00000010704	ENST00000357618	0.01980276902166994	4117	4117
ENSG00000010803	ENST00000326197	0.27602217726657285	992	992
ENSG00000010810	ENST00000354650	0.8738237384452889	1407	1407
ENSG00000010818	ENST00000932991	0.8286274391007837	1640	1640
ENSG00000010932	ENST00000367750	0.0454769586282675	434	434
ENSG00000011007	ENST00000613537	0.2576226872827128	2486	2486
ENSG00000011009	ENST00000905307	0.4027278333186376	812	812
ENSG00000011021	ENST00000312413	0.07915924656223218	2920	2920
ENSG00000011028	ENST00000303375	0.2170802792515947	1146	1146
ENSG00000011052	ENST00000376392	0.5089282696385856	237	237
ENSG00000011083	ENST00000230671	0.027645718260717742	1448	1448
ENSG00000011105	ENST00000537971	0.15390429243066844	3448	3448
ENSG00000011114	ENST00000334746	0.4031892866486559	4723	4723
ENSG00000011132	ENST00000316757	0.08762598435823461	254	254
ENSG00000011143	ENST00000313863	0.14510000017391875	730	730
ENSG00000011198	ENST00000644371	0.0973536846351328	4193	4193
ENSG00000011201	ENST00000262648	0.09498446984755567	4121	4121
ENSG00000011243	ENST00000679638	0.340744615461534	325	325
ENSG00000011258	ENST00000932341	0.7565033262462636	3157	3157
ENSG00000011260	ENST00000854755	0.11546080532460079	944	944
ENSG00000011275	ENST00000389902	0.08306647700530242	2813	2813
ENSG00000011295	ENST00000261647	0.07371360235744849	1882	1882
ENSG00000011304	ENST00000627714	0.44285143218023376	1501	1501
ENSG00000011332	ENST00000355526	0.4383368027601796	1057	1057
ENSG00000011347	ENST00000539008	0.1982802768093963	4913	4913
ENSG00000011376	ENST00000650792	0.029053224077280778	7196	7196
ENSG00000011405	ENST00000928047	0.41598739792447137	3174	3174
ENSG00000011422	ENST00000856984	0.15494105078645315	933	933
ENSG00000011426	ENST00000265748	0.3259395465225851	1191	1191
ENSG00000011451	ENST00000263381	0.2424809556871005	3098	3098
ENSG00000011454	ENST00000870247	0.5785150968885568	1656	1656
ENSG00000011465	ENST00000052754	0.09602278441041263	5574	5574
ENSG00000011478	ENST00000366382	0.02345957452532875	940	940
ENSG00000011485	ENST00000012443	0.44847376812460416	629	629
ENSG00000011523	ENST00000887743	0.12202103090874869	3376	3376
ENSG00000011566	ENST00000263881	0.9165088760342102	1352	1352
ENSG00000011590	ENST00000890380	0.037391891885105194	296	296
ENSG00000011600	ENST00000424586	0.14804761917704518	168	168
ENSG00000011638	ENST00000910916	0.08226944778714089	1774	1774
ENSG00000011677	ENST00000370314	0.2786544635761721	1994	1994
ENSG00000012048	ENST00000921914	0.2753910535133765	1386	1386
ENSG00000012061	ENST00000899226	0.160178480132914	2342	2342
ENSG00000012124	ENST00000085219	0.0202108434147583	664	664
ENSG00000012171	ENST00000616701	0.1139869046694089	840	840
ENSG00000012174	ENST00000365779	0.1317998817894044	3383	3383
ENSG00000012211	ENST00000599218	0.2356349024173176	871	871
ENSG00000012223	ENST00000231751	0.04355818187712099	550	550
ENSG00000012232	ENST00000696177	0.09548393334454225	5695	5695
ENSG00000012504	ENST00000392986	0.23559675724786783	925	925
ENSG00000012660	ENST00000893711	0.5259239700562856	2499	2499
ENSG00000012779	ENST00000851642	0.020066820402106073	434	434
ENSG00000012817	ENST00000317961	0.028646478942593236	2130	2130
ENSG00000012822	ENST00000262059	0.25028304663020845	3427	3427
ENSG00000012963	ENST00000013070	0.2407894495481074	2180	2180
ENSG00000012983	ENST00000872354	0.49119779234329025	2174	2174
ENSG00000013016	ENST00000322054	0.10953112502384377	2747	2747
ENSG00000013275	ENST00000157812	0.11820261434992788	459	459
ENSG00000013288	ENST00000505907	0.03197118153965933	4858	4858
ENSG00000013293	ENST00000231706	0.15375343022265228	7507	7507
ENSG00000013297	ENST00000064724	0.31248113692729695	1935	1935
ENSG00000013306	ENST00000225308	0.10214095774039804	376	376
ENSG00000013364	ENST00000395353	0.31193999613868073	50	50
ENSG00000013374	ENST00000866400	0.03698381886662671	1236	1236
ENSG00000013375	ENST00000513973	0.20249850963239896	4361	4361
ENSG00000013392	ENST00000369724	0.0321483290032947	2663	2663
ENSG00000013441	ENST00000321356	0.2179629629687955	297	297
ENSG00000013503	ENST00000970164	0.013565950938593311	652	652
ENSG00000013523	ENST00000251089	0.17667753962147778	3219	3219
ENSG00000013561	ENST00000394520	0.18278617120101687	2502	2502
ENSG00000013563	ENST00000369807	0.0011991842465163705	1471	1471
ENSG00000013573	ENST00000919955	0.016728205083606718	975	975
ENSG00000013583	ENST00000536942	0.021405855040062847	1503	1503
ENSG00000013588	ENST00000014914	0.07768266024121483	5398	5398
ENSG00000013619	ENST00000426613	0.4408598472333294	2219	2219
ENSG00000013725	ENST00000313421	0.020872521228807766	1059	1059
ENSG00000013810	ENST00000954273	0.07218787862397166	165	165
ENSG00000014123	ENST00000369278	0.09447151711089793	1773	1773
ENSG00000014138	ENST00000265465	0.06262005652088243	1416	1416
ENSG00000014164	ENST00000932295	0.034623441426315696	401	401
ENSG00000014216	ENST00000279247	0.07046250028425775	720	720
ENSG00000014257	ENST00000336375	0.08056189507989463	1963	1963
ENSG00000014641	ENST00000920243	0.5855804196468528	286	286
ENSG00000014824	ENST00000264451	0.20574832775688062	4335	4335
ENSG00000014914	ENST00000439741	0.23318828399795805	478	478
ENSG00000014919	ENST00000016171	0.11908335563972514	3719	3719
ENSG00000015133	ENST00000556726	0.40610921491224844	3223	3223
ENSG00000015153	ENST00000555248	0.1225325897613702	4572	4572
ENSG00000015171	ENST00000704335	0.38662701736072186	5515	5515
ENSG00000015285	ENST00000698635	0.0888455803812302	939	939
ENSG00000015413	ENST00000261615	0.0009401709475140604	234	234
ENSG00000015475	ENST00000317361	0.027187933397189366	1442	1442
ENSG00000015479	ENST00000394805	0.5175162140542937	2282	2282
ENSG00000015520	ENST00000289547	0.006287280709601187	912	912
ENSG00000015532	ENST00000017003	0.3047348990688992	894	894
ENSG00000015568	ENST00000016946	0.30720563887076885	1809	1809
ENSG00000015592	ENST00000350889	0.23269375823615288	1538	1538
ENSG00000015676	ENST00000355451	0.058265815503318004	6892	6892
ENSG00000016082	ENST00000230658	0.9547580359881976	1120	1120
ENSG00000016391	ENST00000315251	0.11484876886320011	5442	5442
ENSG00000016402	ENST00000316649	0.12459987416589385	1587	1587
ENSG00000016490	ENST00000907928	0.024146125472504713	1355	1355
ENSG00000016602	ENST00000862139	0.05639225191134536	413	413
ENSG00000016864	ENST00000858361	0.1799002894184571	692	692
ENSG00000017260	ENST00000939827	0.4275901274418167	1803	1803
ENSG00000017427	ENST00000337514	0.40835082188070526	6633	6633
ENSG00000017483	ENST00000595796	0.15943181817831395	396	396
ENSG00000017797	ENST00000609094	0.024722299652128684	2870	2870
ENSG00000018189	ENST00000226328	0.37570531033525506	2260	2260
ENSG00000018236	ENST00000551295	0.7563500002483904	2380	2380
ENSG00000018280	ENST00000233202	0.10904464758910046	1859	1859
ENSG00000018408	ENST00000360632	0.37384986009892907	3570	3570
ENSG00000018510	ENST00000264167	0.4704970743314615	5639	5639
ENSG00000018610	ENST00000320339	0.08063751603475228	1578	1578
ENSG00000018625	ENST00000857223	0.1293928729576332	2273	2273
ENSG00000018699	ENST00000317907	0.17416814078403786	113	113
ENSG00000018869	ENST00000586929	0.02005665462753876	1112	1112
ENSG00000019102	ENST00000403470	0.013810714463137889	280	280
ENSG00000019144	ENST00000860941	0.2677654321578527	1215	1215
ENSG00000019169	ENST00000874350	0.06670138857508492	144	144
ENSG00000019186	ENST00000869537	0.024081642589822035	2070	2070
ENSG00000019485	ENST00000622142	0.28895928655710384	6951	6951
ENSG00000019505	ENST00000020926	0.04949333336595446	3750	3750
ENSG00000019549	ENST00000020945	0.6986559142373623	1209	1209
ENSG00000019582	ENST00000377795	0.0681669293360154	635	635
ENSG00000019991	ENST00000222390	0.310016242081904	3571	3571
ENSG00000019995	ENST00000359653	0.2752880827114621	3197	3197
ENSG00000020129	ENST00000356090	0.7198611113950477	1116	1116
ENSG00000020181	ENST00000315215	0.19386737508514573	2541	2541
ENSG00000020256	ENST00000216923	0.12657834096956025	868	868
ENSG00000020426	ENST00000261245	0.439319926323349	1616	1616
ENSG00000020577	ENST00000392067	0.48670121273648564	4371	4371
ENSG00000020633	ENST00000308873	0.12474224435900132	2611	2611
ENSG00000020922	ENST00000323929	0.04447200879762327	4555	4555
ENSG00000021300	ENST00000227214	0.08442974528487183	1217	1217
ENSG00000021355	ENST00000380739	0.02603761750188741	1276	1276
ENSG00000021461	ENST00000874622	0.04601226994838134	1304	1304
ENSG00000021488	ENST00000879205	0.2559017866099436	112	112
ENSG00000021574	ENST00000642751	0.4068486984986755	3265	3265
ENSG00000021645	ENST00000335750	0.32886091378028826	6327	6327
ENSG00000021762	ENST00000263650	0.15422586513458852	1098	1098
ENSG00000021776	ENST00000156471	0.14088223556638926	5010	5010
ENSG00000021826	ENST00000233072	0.1528074866672895	1122	1122
ENSG00000021852	ENST00000875298	0.027659016521265883	305	305
ENSG00000022267	ENST00000652457	0.49255778586530613	1445	1445
ENSG00000022277	ENST00000357348	0.010173141926733896	1184	1184
ENSG00000022355	ENST00000428797	0.7429816337082052	2559	2559
ENSG00000022556	ENST00000543010	0.06079918012780626	244	244
ENSG00000022567	ENST00000519067	0.10596855720354531	5025	5025
ENSG00000022840	ENST00000325954	0.38238937125405914	922	922
ENSG00000022976	ENST00000561251	0.13211089839876575	523	523
ENSG00000023041	ENST00000626395	0.16398924739360793	1209	1209
ENSG00000023171	ENST00000529750	0.22789689146565714	5179	5179
ENSG00000023191	ENST00000903652	0.05881767921363266	181	181
ENSG00000023228	ENST00000233190	0.1610575364160356	9368	9368
ENSG00000023287	ENST00000025008	0.812525679959298	1324	1324
ENSG00000023318	ENST00000262455	0.34134199024968365	3427	3427
ENSG00000023330	ENST00000864926	0.25311358042555737	405	405
ENSG00000023445	ENST00000263464	0.056947414178564346	2301	2301
ENSG00000023516	ENST00000938571	0.2497578298506521	4055	4055
ENSG00000023572	ENST00000367440	0.20885350259990806	157	157
ENSG00000023608	ENST00000923635	0.08917397254972706	1460	1460
ENSG00000023697	ENST00000428559	0.06445196806764832	635	635
ENSG00000023734	ENST00000419869	0.8353060005393345	500	500
ENSG00000023839	ENST00000647814	0.03023779865024033	963	963
ENSG00000023892	ENST00000852040	0.14935070169223602	499	499
ENSG00000023902	ENST00000369124	0.15535608875415738	542	542
ENSG00000023909	ENST00000370238	0.28033052011998827	3791	3791
ENSG00000024048	ENST00000372899	0.2251247858854173	2332	2332
ENSG00000024422	ENST00000263277	0.07533372491138488	1702	1702
ENSG00000024526	ENST00000370966	0.08289424470452451	2780	2780
ENSG00000024862	ENST00000617445	0.4795600781654903	516	516
ENSG00000025039	ENST00000369415	0.2783456396313552	3440	3440
ENSG00000025156	ENST00000368455	0.5238320355359786	899	899
ENSG00000025293	ENST00000937486	0.6112393042819518	2758	2758
ENSG00000025423	ENST00000859656	0.08477132157649542	1067	1067
ENSG00000025434	ENST00000896726	0.35017914456199545	374	374
