Ensembl_ID	Gene_Name	miRNA_ID	miRNA_Name	Score
ENSG00000213923	CSNK1E	MIMAT0005796	hsa-miR-1271-5p	0.9996503591537476
ENSG00000089041	P2RX7	MIMAT0005929	hsa-miR-1275	0.9999551773071288
ENSG00000181449	SOX2	MIMAT0000424	hsa-miR-128-3p	0.609123945236206
ENSG00000092148	HECTD1	MIMAT0000424	hsa-miR-128-3p	0.9926040768623352
ENSG00000151881	TMEM267	MIMAT0000424	hsa-miR-128-3p	0.9957956075668336
ENSG00000035681	NSMAF	MIMAT0005939	hsa-miR-1281	0.9999974966049194
ENSG00000181264	TLCD5	MIMAT0004548	hsa-miR-129-1-3p	0.8177486658096313
ENSG00000089220	PEBP1	MIMAT0000242	hsa-miR-129-5p	0.9354650378227234
ENSG00000143258	USP21	MIMAT0005883	hsa-miR-1293	0.7219752073287964
ENSG00000168944	CEP120	MIMAT0005893	hsa-miR-1305	0.9994550347328186
ENSG00000130338	TULP4	MIMAT0000425	hsa-miR-130a-3p	0.9999895095825196
ENSG00000141568	FOXK2	MIMAT0000425	hsa-miR-130a-3p	0.9999908208847046
ENSG00000005812	FBXL3	MIMAT0000425	hsa-miR-130a-3p	0.9999949932098388
ENSG00000006128	TAC1	MIMAT0000425	hsa-miR-130a-3p	0.999987244606018
ENSG00000101966	XIAP	MIMAT0000426	hsa-miR-132-3p	0.999885082244873
ENSG00000135446	CDK4	MIMAT0000428	hsa-miR-135a-5p	0.9941492080688475
ENSG00000124762	CDKN1A	MIMAT0000428	hsa-miR-135a-5p	0.9402519464492798
ENSG00000119318	RAD23B	MIMAT0000758	hsa-miR-135b-5p	0.9986580610275269
ENSG00000142208	AKT1	MIMAT0000758	hsa-miR-135b-5p	0.9573124051094056
ENSG00000105835	NAMPT	MIMAT0000431	hsa-miR-140-5p	0.9985983967781068
ENSG00000173320	STOX2	MIMAT0004598	hsa-miR-141-5p	0.9991023540496826
ENSG00000164292	RHOBTB3	MIMAT0000434	hsa-miR-142-3p	0.9976170659065248
ENSG00000104064	GABPB1	MIMAT0000433	hsa-miR-142-5p	0.9999983310699464
ENSG00000141699	RETREG3	MIMAT0000435	hsa-miR-143-3p	0.999624729156494
ENSG00000156398	SFXN2	MIMAT0000435	hsa-miR-143-3p	0.9998654127120972
ENSG00000163394	CCKAR	MIMAT0000243	hsa-miR-148a-3p	0.8260911107063293
ENSG00000040341	STAU2	MIMAT0000243	hsa-miR-148a-3p	0.791124701499939
ENSG00000103546	SLC6A2	MIMAT0000243	hsa-miR-148a-3p	0.5237408876419067
ENSG00000147246	HTR2C	MIMAT0000243	hsa-miR-148a-3p	0.9052701592445374
ENSG00000176390	CRLF3	MIMAT0004610	hsa-miR-150-3p	0.9973680377006532
ENSG00000048540	LMO3	MIMAT0000451	hsa-miR-150-5p	0.9995222091674804
ENSG00000073008	PVR	MIMAT0000438	hsa-miR-152-3p	0.9627282023429872
ENSG00000125124	BBS2	MIMAT0000438	hsa-miR-152-3p	0.9937381744384766
ENSG00000136634	IL10	MIMAT0000646	hsa-miR-155-5p	0.5696837306022644
ENSG00000054219	LY75	MIMAT0000646	hsa-miR-155-5p	0.593430757522583
ENSG00000176887	SOX11	MIMAT0000646	hsa-miR-155-5p	0.8823742270469666
ENSG00000172349	IL16	MIMAT0000646	hsa-miR-155-5p	0.5363430976867676
ENSG00000141646	SMAD4	MIMAT0000646	hsa-miR-155-5p	0.7670864462852478
ENSG00000100146	SOX10	MIMAT0000646	hsa-miR-155-5p	0.6997299790382385
ENSG00000101349	PAK5	MIMAT0000646	hsa-miR-155-5p	0.7559228539466858
ENSG00000136261	BZW2	MIMAT0000068	hsa-miR-15a-5p	0.6251010894775391
ENSG00000153404	PLEKHG4B	MIMAT0000068	hsa-miR-15a-5p	0.9115419387817384
ENSG00000186318	BACE1	MIMAT0000068	hsa-miR-15a-5p	0.8328633308410645
ENSG00000132680	KHDC4	MIMAT0000417	hsa-miR-15b-5p	0.9981208443641664
ENSG00000122257	RBBP6	MIMAT0004518	hsa-miR-16-2-3p	0.999133288860321
ENSG00000171552	BCL2L1	MIMAT0004518	hsa-miR-16-2-3p	0.9878913164138794
ENSG00000142168	SOD1	MIMAT0000069	hsa-miR-16-5p	0.999801218509674
ENSG00000166833	NAV2	MIMAT0000069	hsa-miR-16-5p	0.9999535083770752
ENSG00000114698	PLSCR4	MIMAT0000069	hsa-miR-16-5p	0.9999337196350098
ENSG00000169554	ZEB2	MIMAT0000069	hsa-miR-16-5p	0.99990713596344
ENSG00000075945	KIFAP3	MIMAT0000069	hsa-miR-16-5p	0.9994980096817015
ENSG00000167721	TSR1	MIMAT0000069	hsa-miR-16-5p	0.9999585151672364
ENSG00000163938	GNL3	MIMAT0000069	hsa-miR-16-5p	0.999941349029541
ENSG00000087274	ADD1	MIMAT0000071	hsa-miR-17-3p	0.6973538398742676
ENSG00000156273	BACH1	MIMAT0000071	hsa-miR-17-3p	0.8837651014328003
ENSG00000146072	TNFRSF21	MIMAT0000070	hsa-miR-17-5p	0.761496365070343
ENSG00000197329	PELI1	MIMAT0000070	hsa-miR-17-5p	0.6551147699356079
ENSG00000123374	CDK2	MIMAT0000070	hsa-miR-17-5p	0.7950051426887512
ENSG00000174695	TMEM167A	MIMAT0000070	hsa-miR-17-5p	0.8623899221420288
ENSG00000136928	GABBR2	MIMAT0004558	hsa-miR-181a-2-3p	0.9985643029212952
ENSG00000064313	TAF2	MIMAT0000256	hsa-miR-181a-5p	0.9984943866729736
ENSG00000115464	USP34	MIMAT0000256	hsa-miR-181a-5p	0.998197853565216
ENSG00000182263	FIGN	MIMAT0000256	hsa-miR-181a-5p	0.9994218349456788
ENSG00000104490	NCALD	MIMAT0000257	hsa-miR-181b-5p	0.9990893602371216
ENSG00000165512	ZNF22	MIMAT0000258	hsa-miR-181c-5p	0.99989914894104
ENSG00000152944	MED21	MIMAT0000261	hsa-miR-183-5p	0.9999470710754396
ENSG00000205476	CCDC85C	MIMAT0000455	hsa-miR-185-5p	0.9999974966049194
ENSG00000197381	ADARB1	MIMAT0000455	hsa-miR-185-5p	0.9999673366546632
ENSG00000186395	KRT10	MIMAT0000456	hsa-miR-186-5p	0.9998632669448853
ENSG00000163703	CRELD1	MIMAT0000456	hsa-miR-186-5p	0.9999475479125975
ENSG00000130779	CLIP1	MIMAT0002891	hsa-miR-18a-3p	0.8806908130645752
ENSG00000157617	C2CD2	MIMAT0002891	hsa-miR-18a-3p	0.9374693632125854
ENSG00000156273	BACH1	MIMAT0002891	hsa-miR-18a-3p	0.9290770888328552
ENSG00000076248	UNG	MIMAT0000072	hsa-miR-18a-5p	0.5148299336433411
ENSG00000156273	BACH1	MIMAT0000072	hsa-miR-18a-5p	0.5509730577468872
ENSG00000101246	ARFRP1	MIMAT0007888	hsa-miR-1913	0.9999929666519164
ENSG00000173264	GPR137	MIMAT0007890	hsa-miR-1914-3p	0.9996272325515748
ENSG00000180875	GREM2	MIMAT0007890	hsa-miR-1914-3p	0.998920202255249
ENSG00000151806	GUF1	MIMAT0004543	hsa-miR-192-3p	0.9998774528503418
ENSG00000205981	DNAJC19	MIMAT0000222	hsa-miR-192-5p	0.999852180480957
ENSG00000054654	SYNE2	MIMAT0002819	hsa-miR-193b-3p	0.9999163150787354
ENSG00000138668	HNRNPD	MIMAT0004671	hsa-miR-194-3p	0.8888058066368103
ENSG00000135446	CDK4	MIMAT0000226	hsa-miR-196a-5p	0.602451503276825
ENSG00000106366	SERPINE1	MIMAT0000226	hsa-miR-196a-5p	0.7830312252044678
ENSG00000141646	SMAD4	MIMAT0000226	hsa-miR-196a-5p	0.9776679277420044
ENSG00000110092	CCND1	MIMAT0000226	hsa-miR-196a-5p	0.9798809289932252
ENSG00000078399	HOXA9	MIMAT0000226	hsa-miR-196a-5p	0.9497789144515992
ENSG00000113645	WWC1	MIMAT0001080	hsa-miR-196b-5p	0.9989952445030212
ENSG00000108821	COL1A1	MIMAT0000231	hsa-miR-199a-5p	0.9997264742851256
ENSG00000149968	MMP3	MIMAT0000231	hsa-miR-199a-5p	0.9999712705612184
ENSG00000108691	CCL2	MIMAT0000231	hsa-miR-199a-5p	0.9998581409454346
ENSG00000188419	CHM	MIMAT0000073	hsa-miR-19a-3p	0.9625252485275269
ENSG00000169504	CLIC4	MIMAT0000073	hsa-miR-19a-3p	0.963803231716156
ENSG00000141965	FEM1A	MIMAT0000073	hsa-miR-19a-3p	0.7791916728019714
ENSG00000185621	LMLN	MIMAT0000074	hsa-miR-19b-3p	0.972274124622345
ENSG00000169504	CLIC4	MIMAT0000074	hsa-miR-19b-3p	0.9800922870635986
ENSG00000197329	PELI1	MIMAT0000074	hsa-miR-19b-3p	0.8738839626312256
ENSG00000186318	BACE1	MIMAT0000074	hsa-miR-19b-3p	0.6785712838172913
ENSG00000047056	WDR37	MIMAT0000318	hsa-miR-200b-3p	0.9474391341209412
ENSG00000062598	ELMO2	MIMAT0000318	hsa-miR-200b-3p	0.5167293548583984
ENSG00000128573	FOXP2	MIMAT0002811	hsa-miR-202-3p	0.999853491783142
ENSG00000132646	PCNA	MIMAT0000266	hsa-miR-205-5p	0.9970430731773376
ENSG00000082482	KCNK2	MIMAT0000075	hsa-miR-20a-5p	0.8209254741668701
ENSG00000170088	TMEM192	MIMAT0000075	hsa-miR-20a-5p	0.786060631275177
ENSG00000163659	TIPARP	MIMAT0000075	hsa-miR-20a-5p	0.902938723564148
ENSG00000102054	RBBP7	MIMAT0000075	hsa-miR-20a-5p	0.7297928929328918
ENSG00000112242	E2F3	MIMAT0000075	hsa-miR-20a-5p	0.7880703806877136
ENSG00000134371	CDC73	MIMAT0000075	hsa-miR-20a-5p	0.9313402771949768
ENSG00000112276	POPDC1	MIMAT0000075	hsa-miR-20a-5p	0.8027434945106506
ENSG00000108932	SLC16A6	MIMAT0001413	hsa-miR-20b-5p	0.8367094397544861
ENSG00000152104	PTPN14	MIMAT0000076	hsa-miR-21-5p	0.8132043480873108
ENSG00000140950	MEAK7	MIMAT0000076	hsa-miR-21-5p	0.6728705167770386
ENSG00000136603	SKIL	MIMAT0000267	hsa-miR-210-3p	0.6779776811599731
ENSG00000108468	CBX1	MIMAT0000269	hsa-miR-212-3p	0.9998862743377686
ENSG00000017260	ATP2C1	MIMAT0000271	hsa-miR-214-3p	0.9878312945365906
ENSG00000213160	KLHL23	MIMAT0004564	hsa-miR-214-5p	0.9999903440475464
ENSG00000107249	GLIS3	MIMAT0000275	hsa-miR-218-5p	0.9980879426002502
ENSG00000092201	SUPT16H	MIMAT0000275	hsa-miR-218-5p	0.983996570110321
ENSG00000106113	CRHR2	MIMAT0000077	hsa-miR-22-3p	0.676434338092804
ENSG00000184486	POU3F2	MIMAT0000278	hsa-miR-221-3p	0.9725281000137328
ENSG00000169554	ZEB2	MIMAT0000279	hsa-miR-222-3p	0.7706809639930725
ENSG00000136997	MYC	MIMAT0000279	hsa-miR-222-3p	0.8175519704818726
ENSG00000117523	PRRC2C	MIMAT0004569	hsa-miR-222-5p	0.8356230854988098
ENSG00000087245	MMP2	MIMAT0000280	hsa-miR-223-3p	0.972260057926178
ENSG00000103353	UBFD1	MIMAT0017950	hsa-miR-2355-3p	0.9994516968727112
ENSG00000136997	MYC	MIMAT0000078	hsa-miR-23a-3p	0.8879313468933105
ENSG00000108021	TASOR2	MIMAT0000078	hsa-miR-23a-3p	0.983888864517212
ENSG00000135052	GOLM1	MIMAT0000078	hsa-miR-23a-3p	0.9993435740470886
ENSG00000133818	RRAS2	MIMAT0000418	hsa-miR-23b-3p	0.9958140254020692
ENSG00000094880	CDC23	MIMAT0000418	hsa-miR-23b-3p	0.8977199196815491
ENSG00000161638	ITGA5	MIMAT0004587	hsa-miR-23b-5p	0.9889028668403624
ENSG00000197077	KIAA1671	MIMAT0000079	hsa-miR-24-1-5p	0.999582827091217
ENSG00000169504	CLIC4	MIMAT0000081	hsa-miR-25-3p	0.8819601535797119
ENSG00000108509	CAMTA2	MIMAT0013517	hsa-miR-2682-5p	0.9001352787017822
ENSG00000139687	RB1	MIMAT0000082	hsa-miR-26a-5p	0.99311101436615
ENSG00000154342	WNT3A	MIMAT0000082	hsa-miR-26a-5p	0.9394975304603576
ENSG00000139687	RB1	MIMAT0000083	hsa-miR-26b-5p	0.9883350133895874
ENSG00000118579	MED28	MIMAT0000083	hsa-miR-26b-5p	0.9532628059387208
ENSG00000058335	RASGRF1	MIMAT0000083	hsa-miR-26b-5p	0.962291955947876
ENSG00000138795	LEF1	MIMAT0000084	hsa-miR-27a-3p	0.994016408920288
ENSG00000097007	ABL1	MIMAT0000084	hsa-miR-27a-3p	0.6015703082084656
ENSG00000122786	CALD1	MIMAT0000084	hsa-miR-27a-3p	0.7049611806869507
ENSG00000100354	TNRC6B	MIMAT0000085	hsa-miR-28-5p	0.9998619556427002
ENSG00000086289	EPDR1	MIMAT0000085	hsa-miR-28-5p	0.999788224697113
ENSG00000179151	EDC3	MIMAT0004679	hsa-miR-296-3p	0.999996542930603
ENSG00000123243	ITIH5	MIMAT0000086	hsa-miR-29a-3p	0.9136044383049012
ENSG00000136603	SKIL	MIMAT0004503	hsa-miR-29a-5p	0.9854492545127868
ENSG00000149289	ZC3H12C	MIMAT0004515	hsa-miR-29b-2-5p	0.998267412185669
ENSG00000089685	BIRC5	MIMAT0000100	hsa-miR-29b-3p	0.8465700745582581
ENSG00000124813	RUNX2	MIMAT0000100	hsa-miR-29b-3p	0.715447187423706
ENSG00000150593	PDCD4	MIMAT0000100	hsa-miR-29b-3p	0.5859134793281555
ENSG00000042781	USH2A	MIMAT0000681	hsa-miR-29c-3p	0.9675906896591188
ENSG00000137745	MMP13	MIMAT0000688	hsa-miR-301a-3p	0.9998903274536132
ENSG00000116698	SMG7	MIMAT0000688	hsa-miR-301a-3p	0.9998505115509032
ENSG00000179151	EDC3	MIMAT0000087	hsa-miR-30a-5p	0.999829888343811
ENSG00000130338	TULP4	MIMAT0000420	hsa-miR-30b-5p	0.999799907207489
ENSG00000163428	LRRC58	MIMAT0000420	hsa-miR-30b-5p	0.9997124075889589
ENSG00000105656	ELL	MIMAT0000420	hsa-miR-30b-5p	0.9991963505744934
ENSG00000091656	ZFHX4	MIMAT0000420	hsa-miR-30b-5p	0.9992018342018129
ENSG00000167685	ZNF444	MIMAT0004550	hsa-miR-30c-2-3p	0.9935873746871948
ENSG00000162971	TYW5	MIMAT0000244	hsa-miR-30c-5p	0.9995253086090088
ENSG00000170323	FABP4	MIMAT0000244	hsa-miR-30c-5p	0.9996509552001952
ENSG00000101333	PLCB4	MIMAT0000245	hsa-miR-30d-5p	0.9994792342185974
ENSG00000050405	LIMA1	MIMAT0000693	hsa-miR-30e-3p	0.999956488609314
ENSG00000138674	SEC31A	MIMAT0000692	hsa-miR-30e-5p	0.9980401396751404
ENSG00000203668	CHML	MIMAT0000692	hsa-miR-30e-5p	0.9998912811279296
ENSG00000160087	UBE2J2	MIMAT0000692	hsa-miR-30e-5p	0.9997937083244324
ENSG00000134317	GRHL1	MIMAT0004504	hsa-miR-31-3p	0.9848102927207948
ENSG00000155876	RRAGA	MIMAT0000089	hsa-miR-31-5p	0.8933665156364441
ENSG00000173744	AGFG1	MIMAT0015003	hsa-miR-3136-5p	0.9784723520278932
ENSG00000146731	CCT6A	MIMAT0015032	hsa-miR-3158-3p	0.6029919981956482
ENSG00000253729	PRKDC	MIMAT0015032	hsa-miR-3158-3p	0.8533272743225098
ENSG00000171940	ZNF217	MIMAT0015056	hsa-miR-3179	0.9999943971633912
ENSG00000151233	GXYLT1	MIMAT0000090	hsa-miR-32-5p	0.9991763234138488
ENSG00000176410	DNAJC30	MIMAT0000090	hsa-miR-32-5p	0.9974599480628968
ENSG00000049759	NEDD4L	MIMAT0017392	hsa-miR-3200-5p	0.9974615573883056
ENSG00000054793	ATP9A	MIMAT0005792	hsa-miR-320b	0.9999910593032836
ENSG00000111897	SERINC1	MIMAT0000751	hsa-miR-330-3p	0.9923356175422668
ENSG00000081041	CXCL2	MIMAT0000765	hsa-miR-335-5p	0.9339008927345276
ENSG00000163431	LMOD1	MIMAT0000765	hsa-miR-335-5p	0.8946437239646912
ENSG00000146834	MEPCE	MIMAT0000765	hsa-miR-335-5p	0.6061806678771973
ENSG00000152409	JMY	MIMAT0000765	hsa-miR-335-5p	0.9653462767601012
ENSG00000144824	PHLDB2	MIMAT0004506	hsa-miR-33a-3p	0.64934903383255
ENSG00000163558	PRKCI	MIMAT0000091	hsa-miR-33a-5p	0.9726135730743408
ENSG00000106299	WASL	MIMAT0000091	hsa-miR-33a-5p	0.9409071803092957
ENSG00000198911	SREBF2	MIMAT0000091	hsa-miR-33a-5p	0.8085746169090271
ENSG00000205765	RIMOC1	MIMAT0000091	hsa-miR-33a-5p	0.9946435689926147
ENSG00000146731	CCT6A	MIMAT0004692	hsa-miR-340-5p	0.999986171722412
ENSG00000164104	HMGB2	MIMAT0004692	hsa-miR-340-5p	0.999980092048645
ENSG00000165410	CFL2	MIMAT0000753	hsa-miR-342-3p	0.9986793398857116
ENSG00000197746	PSAP	MIMAT0000773	hsa-miR-346	0.9960187077522278
ENSG00000157106	SMG1	MIMAT0000773	hsa-miR-346	0.9991599321365356
ENSG00000204116	CHIC1	MIMAT0000255	hsa-miR-34a-5p	0.9388173222541808
ENSG00000169554	ZEB2	MIMAT0000255	hsa-miR-34a-5p	0.8235746026039124
ENSG00000147883	CDKN2B	MIMAT0000255	hsa-miR-34a-5p	0.5850942134857178
ENSG00000103047	TANGO6	MIMAT0004682	hsa-miR-361-3p	0.9669395685195924
ENSG00000136450	SRSF1	MIMAT0000703	hsa-miR-361-5p	0.9998888969421388
ENSG00000003989	SLC7A2	MIMAT0004683	hsa-miR-362-3p	0.9999165534973145
ENSG00000107862	GBF1	MIMAT0018077	hsa-miR-3657	0.999940037727356
ENSG00000119912	IDE	MIMAT0000719	hsa-miR-367-3p	0.9999676942825316
ENSG00000100201	DDX17	MIMAT0019221	hsa-miR-3677-5p	0.9999881982803344
ENSG00000183087	GAS6	MIMAT0000729	hsa-miR-376a-3p	0.9987574815750122
ENSG00000135446	CDK4	MIMAT0000730	hsa-miR-377-3p	0.7906765937805176
ENSG00000105810	CDK6	MIMAT0000730	hsa-miR-377-3p	0.9986770749092102
ENSG00000112237	CCNC	MIMAT0000732	hsa-miR-378a-3p	0.9901837706565856
ENSG00000135698	MPHOSPH6	MIMAT0000732	hsa-miR-378a-3p	0.9914522171020508
ENSG00000171714	ANO5	MIMAT0000732	hsa-miR-378a-3p	0.9958791732788086
ENSG00000172845	SP3	MIMAT0018926	hsa-miR-378d	0.9948570728302002
ENSG00000151881	TMEM267	MIMAT0018926	hsa-miR-378d	0.9919242262840272
ENSG00000116747	RO60	MIMAT0003339	hsa-miR-421	0.9983872175216676
ENSG00000102225	CDK16	MIMAT0001340	hsa-miR-423-3p	0.999985933303833
ENSG00000176624	MEX3C	MIMAT0001340	hsa-miR-423-3p	0.9999237060546876
ENSG00000139044	B4GALNT3	MIMAT0001340	hsa-miR-423-3p	0.9999544620513916
ENSG00000156136	DCK	MIMAT0004748	hsa-miR-423-5p	0.9999769926071168
ENSG00000115207	GTF3C2	MIMAT0001343	hsa-miR-425-3p	0.99798321723938
ENSG00000154265	ABCA5	MIMAT0018974	hsa-miR-4452	0.9998050332069396
ENSG00000107984	DKK1	MIMAT0001541	hsa-miR-449a	0.9995062351226808
ENSG00000111679	PTPN6	MIMAT0019053	hsa-miR-4516	0.9999996423721312
ENSG00000165802	NSMF	MIMAT0004784	hsa-miR-455-3p	0.9997461438179016
ENSG00000166135	HIF1AN	MIMAT0004784	hsa-miR-455-3p	0.9976603984832764
ENSG00000162607	USP1	MIMAT0019805	hsa-miR-4705	0.8538445830345154
ENSG00000162521	RBBP4	MIMAT0019867	hsa-miR-4738-3p	0.998508870601654
ENSG00000122692	SMU1	MIMAT0019947	hsa-miR-4783-3p	0.9333783388137816
ENSG00000166900	STX3	MIMAT0019955	hsa-miR-4786-3p	0.5442640781402588
ENSG00000182934	SRPRA	MIMAT0002173	hsa-miR-483-3p	0.9999977350234984
ENSG00000160752	FDPS	MIMAT0002820	hsa-miR-497-5p	0.9826822280883788
ENSG00000149658	YTHDF1	MIMAT0002870	hsa-miR-499a-5p	0.993016004562378
ENSG00000170500	LONRF2	MIMAT0004773	hsa-miR-500a-5p	0.9998292922973632
ENSG00000015133	CCDC88C	MIMAT0004775	hsa-miR-502-3p	0.9998008608818054
ENSG00000196220	SRGAP3	MIMAT0002874	hsa-miR-503-5p	0.9997881054878236
ENSG00000107679	PLEKHA1	MIMAT0002874	hsa-miR-503-5p	0.9977070093154908
ENSG00000166508	MCM7	MIMAT0002874	hsa-miR-503-5p	0.9895191192626952
ENSG00000179820	MYADM	MIMAT0004776	hsa-miR-505-5p	0.9999215602874756
ENSG00000079739	PGM1	MIMAT0022259	hsa-miR-5100	0.8493462204933167
ENSG00000158470	B4GALT5	MIMAT0005789	hsa-miR-513c-5p	0.9993301630020142
ENSG00000147162	OGT	MIMAT0002847	hsa-miR-518c-5p	0.6777191162109375
ENSG00000213341	CHUK	MIMAT0002855	hsa-miR-520d-5p	0.9999829530715942
ENSG00000101367	MAPRE1	MIMAT0005451	hsa-miR-522-5p	0.9979856014251708
ENSG00000189091	SF3B3	MIMAT0005451	hsa-miR-522-5p	0.9997937083244324
ENSG00000157625	TAB3	MIMAT0002838	hsa-miR-525-5p	0.9991666078567504
ENSG00000197081	IGF2R	MIMAT0002888	hsa-miR-532-5p	0.9967724680900574
ENSG00000147459	DOCK5	MIMAT0003165	hsa-miR-545-3p	0.9873600602149964
ENSG00000162599	NFIA	MIMAT0003251	hsa-miR-548a-3p	0.9997966885566713
ENSG00000185697	MYBL1	MIMAT0003323	hsa-miR-548d-3p	0.9801076650619508
ENSG00000141682	PMAIP1	MIMAT0003323	hsa-miR-548d-3p	0.9984723925590516
ENSG00000133657	ATP13A3	MIMAT0003323	hsa-miR-548d-3p	0.9952009916305542
ENSG00000140374	ETFA	MIMAT0005935	hsa-miR-548i	0.5726304650306702
ENSG00000145495	MARCHF6	MIMAT0005889	hsa-miR-548l	0.9819827079772948
ENSG00000146433	TMEM181	MIMAT0005919	hsa-miR-548o-3p	0.9956427812576294
ENSG00000108256	NUFIP2	MIMAT0003257	hsa-miR-550a-3p	0.9977439641952516
ENSG00000116133	DHCR24	MIMAT0004800	hsa-miR-550a-5p	0.992294430732727
